run	lumisection	event
1	264	17603
1	264	17625
1	264	17644
1	264	17647
1	264	17653
1	264	17649
1	264	17693
1	265	17719
1	265	17730
1	265	17762
1	265	17793
1	265	17800
1	266	17830
1	266	17839
1	266	17856
1	266	17866
1	267	17932
1	267	17944
1	267	17958
1	267	17980
1	267	17972
1	268	18002
1	268	18053
1	268	18069
1	268	18099
1	268	18089
1	268	18098
1	269	18116
1	269	18119
1	269	18152
1	269	18153
1	270	18242
1	270	18253
1	270	18260
1	270	18292
1	271	18339
1	271	18324
1	271	18393
1	271	18397
1	272	18418
1	272	18401
1	272	18425
1	272	18426
1	272	18428
1	272	18452
1	272	18465
1	272	18478
1	273	18553
1	273	18561
1	273	18582
1	274	18621
1	274	18601
1	274	18614
1	274	18620
1	274	18671
1	274	18680
1	275	18701
1	275	18761
1	275	18773
1	275	18781
1	276	18805
1	276	18860
1	276	18870
1	276	18877
1	277	18951
1	277	18965
1	277	18975
1	277	18969
1	278	19049
1	278	19038
1	278	19025
1	278	19045
1	278	19050
1	278	19071
1	279	19132
1	279	19138
1	279	19153
1	279	19149
1	279	19173
1	280	19205
1	280	19226
1	280	19220
1	280	19259
1	280	19285
1	280	19295
1	280	19300
1	281	19307
1	281	19318
1	281	19335
1	281	19350
1	281	19358
1	281	19390
1	283	19503
1	283	19511
1	283	19517
1	283	19596
1	284	19604
1	284	19615
1	284	19647
1	284	19659
1	284	19675
1	284	19677
1	285	19706
1	285	19764
1	285	19788
1	286	19806
1	286	19856
1	286	19852
1	286	19860
1	286	19866
1	287	19924
1	287	19993
1	287	19994
1	287	19988
1	288	20035
1	288	20071
1	288	20091
1	289	20112
1	290	20249
1	290	20265
1	59	5836
1	59	5898
1	59	5895
1	60	5913
1	60	5927
1	61	6011
1	61	6034
1	61	6067
1	61	6076
1	62	6116
1	62	6104
1	62	6117
1	62	6143
1	62	6167
1	62	6185
1	63	6225
1	63	6245
1	63	6258
1	64	6373
1	64	6367
1	64	6398
1	64	6392
1	65	6402
1	66	6534
1	66	6576
1	66	6594
1	67	6609
1	67	6624
1	67	6643
1	67	6659
1	67	6653
1	67	6663
1	67	6672
1	68	6704
1	68	6719
1	68	6758
1	69	6807
1	69	6810
1	69	6837
1	69	6856
1	69	6881
1	69	6886
1	70	6957
1	70	6992
1	70	6995
1	71	7021
1	71	7016
1	71	7100
1	71	7097
1	72	7106
1	72	7113
1	72	7127
1	72	7145
1	72	7156
1	72	7169
1	72	7181
1	73	7283
1	74	7311
1	74	7316
1	74	7334
1	74	7346
1	75	7410
1	75	7431
1	75	7462
1	75	7465
1	76	7527
1	76	7541
1	76	7552
1	76	7563
1	77	7617
1	77	7603
1	77	7634
1	77	7658
1	77	7695
1	78	7735
1	78	7742
1	78	7779
1	79	7817
1	79	7843
1	79	7850
1	79	7882
1	80	7928
1	81	8075
1	81	8072
1	81	8088
1	81	8097
1	81	8090
1	82	8108
1	82	8104
1	82	8144
1	82	8199
1	83	8222
1	83	8225
1	83	8217
1	83	8246
1	84	8328
1	84	8344
1	84	8365
1	85	8436
1	85	8442
1	85	8457
1	85	8467
1	86	8509
1	86	8548
1	86	8569
1	86	8580
1	86	8579
1	87	8611
1	87	8663
1	87	8672
1	87	8694
1	87	8690
1	2408	240709
1	2408	240723
1	2408	240754
1	2409	240815
1	2409	240830
1	2409	240852
1	2409	240866
1	2409	240878
1	2410	240925
1	2410	240935
1	2411	241005
1	2411	241007
1	2411	241015
1	2411	241027
1	2411	241035
1	2411	241066
1	2411	241068
1	2411	241064
1	2411	241082
1	2411	241084
1	2412	241134
1	2412	241187
1	2412	241185
1	2412	241196
1	2413	241240
1	2413	241267
1	2413	241278
1	2414	241324
1	2414	241338
1	2414	241368
1	2414	241380
1	2414	241385
1	2415	241435
1	2415	241468
1	2415	241496
1	2416	241595
1	2416	241598
1	2417	241641
1	2417	241646
1	2417	241653
1	2417	241664
1	2417	241692
1	2418	241723
1	2418	241747
1	2418	241767
1	2418	241784
1	2419	241817
1	2419	241833
1	2419	241844
1	2419	241870
1	2419	241880
1	2420	241997
1	2420	241994
1	2421	242020
1	2421	242012
1	2421	242022
1	2421	242093
1	2422	242143
1	2422	242148
1	2423	242244
1	2423	242268
1	2423	242278
1	2423	242295
1	2424	242345
1	2425	242412
1	2425	242429
1	2425	242458
1	2425	242457
1	2425	242455
1	2425	242499
1	2425	242500
1	2426	242520
1	2426	242558
1	2426	242565
1	2426	242580
1	2427	242612
1	2427	242620
1	2427	242645
1	2427	242638
1	2427	242674
1	2427	242665
1	2427	242683
1	2427	242694
1	2428	242710
1	2428	242758
1	2428	242753
1	2428	242791
1	2428	242786
1	2428	242794
1	2429	242818
1	2429	242823
1	2429	242860
1	2429	242843
1	2429	242894
1	2430	242959
1	2431	243022
1	2431	243030
1	2431	243037
1	2431	243026
1	2432	243168
1	2432	243186
1	2433	243208
1	2433	243214
1	2433	243268
1	2433	243255
1	2434	243309
1	2434	243373
1	2434	243370
1	2435	243415
1	2435	243431
1	2435	243433
1	2435	243476
1	2436	243513
1	2436	243556
1	2436	243571
1	3133	116014
1	3133	116024
1	3133	116020
1	3133	116055
1	3134	116113
1	3134	116150
1	3134	116168
1	3134	116195
1	3135	116207
1	3135	116204
1	3135	116210
1	3135	116214
1	3135	116224
1	3135	116226
1	3135	116228
1	3135	116211
1	3135	116279
1	3135	116275
1	3135	116298
1	3135	116297
1	3136	116342
1	3136	116361
1	3137	116445
1	3137	116455
1	3138	116534
1	3138	116551
1	3139	116607
1	3139	116611
1	3139	116666
1	3140	116722
1	3140	116778
1	3140	116757
1	3141	116805
1	3141	116812
1	3141	116860
1	3141	116853
1	3142	116912
1	3142	116933
1	3142	116931
1	3142	116964
1	3142	116999
1	3143	117016
1	3143	117012
1	3143	117028
1	3143	117064
1	3143	117062
1	3143	117051
1	3143	117070
1	3143	117095
1	3143	117086
1	3144	117102
1	3144	117135
1	3144	117158
1	3144	117166
1	3144	117179
1	3144	117169
1	3145	117206
1	3145	117215
1	3145	117219
1	3145	117259
1	3145	117279
1	3146	117309
1	3146	117344
1	3146	117372
1	3147	117445
1	3147	117496
1	3147	117488
1	3148	117520
1	3148	117560
1	3148	117550
1	3149	117619
1	3149	117621
1	3149	117669
1	3149	117682
1	3149	117687
1	3150	117712
1	3150	117731
1	3150	117768
1	3150	117786
1	3150	117781
1	3150	117764
1	3151	117824
1	3151	117841
1	3152	117907
1	3152	117960
1	3152	117964
1	3152	117978
1	3153	118029
1	3153	118036
1	3153	118038
1	3153	118056
1	3153	118074
1	3154	118133
1	3154	118174
1	3154	118196
1	3155	118218
1	3155	118235
1	3156	118316
1	3156	118334
1	3156	118340
1	3156	118336
1	3156	118346
1	3156	118351
1	3156	118383
1	3156	118390
1	3157	118421
1	3157	118414
1	3157	118412
1	3157	118441
1	3157	118460
1	3157	118472
1	3157	118463
1	3157	118491
1	3158	118543
1	3158	118547
1	3158	118571
1	3158	118592
1	3159	118637
1	3159	118679
1	3159	118666
1	3160	118734
1	3160	118758
1	3160	118780
1	3160	118787
1	3161	118820
1	3161	118829
1	3161	118846
1	1	12
1	1	52
1	2	107
1	2	144
1	2	149
1	2	150
1	2	159
1	2	170
1	2	198
1	2	200
1	3	252
1	3	267
1	3	284
1	3	297
1	4	311
1	4	310
1	4	375
1	5	406
1	5	416
1	5	418
1	5	443
1	5	440
1	6	518
1	6	524
1	6	511
1	6	552
1	6	574
1	6	583
1	6	588
1	7	606
1	7	614
1	7	612
1	7	623
1	7	639
1	7	644
1	7	664
1	7	683
1	7	677
1	8	708
1	8	719
1	8	743
1	8	763
1	8	758
1	9	816
1	9	845
1	9	867
1	10	934
1	10	968
1	10	983
1	11	1009
1	11	1089
1	11	1093
1	12	1126
1	12	1149
1	12	1174
1	13	1209
1	14	1311
1	14	1329
1	14	1351
1	14	1370
1	15	1430
1	16	1528
1	16	1540
1	16	1562
1	16	1588
1	16	1590
1	16	1583
1	17	1603
1	17	1618
1	17	1621
1	17	1653
1	18	1704
1	18	1721
1	18	1733
1	18	1756
1	18	1791
1	18	1797
1	19	1809
1	19	1834
1	19	1840
1	19	1863
1	19	1873
1	19	1881
1	20	1939
1	20	1942
1	21	2004
1	21	2012
1	21	2038
1	21	2041
1	21	2046
1	22	2148
1	22	2145
1	22	2200
1	23	2214
1	23	2224
1	23	2260
1	23	2259
1	23	2269
1	23	2296
1	24	2319
1	24	2349
1	24	2377
1	24	2397
1	25	2403
1	25	2429
1	25	2448
1	25	2491
1	25	2493
1	26	2503
1	26	2515
1	26	2551
1	26	2545
1	26	2589
1	27	2603
1	27	2663
1	27	2665
1	28	2709
1	28	2739
1	28	2778
1	28	2799
1	29	2845
1	29	2863
1	29	2895
1	29	2900
1	88	8712
1	88	8710
1	88	8726
1	88	8744
1	88	8752
1	88	8764
1	88	8782
1	88	8786
1	89	8814
1	89	8807
1	89	8808
1	89	8824
1	89	8825
1	89	8842
1	89	8856
1	89	8893
1	90	8916
1	90	8924
1	90	8930
1	90	8960
1	90	8971
1	90	8965
1	90	8989
1	91	9021
1	91	9042
1	91	9037
1	92	9106
1	92	9144
1	92	9134
1	92	9182
1	93	9212
1	93	9244
1	93	9279
1	94	9312
1	94	9321
1	94	9320
1	94	9361
1	94	9370
1	95	9484
1	95	9486
1	96	9512
1	96	9533
1	96	9545
1	96	9589
1	97	9609
1	97	9621
1	97	9615
1	97	9634
1	97	9644
1	97	9622
1	97	9661
1	97	9686
1	98	9720
1	98	9728
1	98	9732
1	98	9758
1	98	9750
1	99	9849
1	99	9836
1	99	9875
1	99	9882
1	100	9987
1	101	10056
1	101	10075
1	102	10110
1	103	10225
1	103	10229
1	103	10259
1	103	10261
1	103	10291
1	103	10294
1	104	10315
1	104	10302
1	104	10318
1	104	10342
1	104	10347
1	104	10369
1	104	10368
1	104	10379
1	105	10408
1	105	10415
1	105	10449
1	106	10532
1	106	10578
1	106	10591
1	107	10622
1	107	10617
1	107	10686
1	107	10694
1	108	10742
1	108	10767
1	108	10789
1	109	10887
1	109	10882
1	110	10902
1	110	10926
1	110	10944
1	111	11021
1	111	11032
1	111	11036
1	111	11084
1	112	11176
1	112	11182
1	113	11227
1	113	11226
1	113	11241
1	113	11224
1	113	11246
1	113	11298
1	114	11345
1	114	11369
1	114	11384
1	115	11423
1	115	11426
1	115	11462
1	115	11478
1	116	11536
1	116	11552
1	116	11549
1	146	14503
1	146	14501
1	146	14506
1	146	14522
1	146	14549
1	146	14555
1	146	14569
1	146	14600
1	147	14612
1	147	14637
1	147	14689
1	147	14697
1	148	14713
1	148	14734
1	148	14739
1	148	14748
1	148	14768
1	149	14805
1	149	14803
1	149	14802
1	149	14865
1	150	14904
1	150	14939
1	150	14923
1	150	14968
1	150	14969
1	150	14979
1	151	15015
1	151	15021
1	151	15072
1	151	15062
1	151	15094
1	151	15100
1	152	15150
1	152	15165
1	152	15178
1	153	15241
1	153	15251
1	153	15268
1	154	15340
1	154	15346
1	154	15368
1	154	15373
1	155	15413
1	155	15416
1	155	15430
1	155	15450
1	155	15475
1	155	15495
1	156	15508
1	156	15513
1	156	15545
1	156	15542
1	156	15589
1	156	15576
1	156	15594
1	157	15671
1	157	15691
1	158	15709
1	158	15706
1	158	15759
1	158	15774
1	158	15790
1	159	15837
1	159	15843
1	159	15873
1	159	15892
1	159	15900
1	160	15917
1	160	15960
1	160	15950
1	160	15951
1	160	15994
1	160	15997
1	161	16004
1	162	16105
1	162	16144
1	162	16181
1	163	16203
1	163	16208
1	163	16283
1	164	16336
1	164	16359
1	164	16376
1	164	16394
1	165	16411
1	165	16441
1	165	16481
1	166	16529
1	166	16542
1	166	16547
1	166	16546
1	166	16588
1	166	16570
1	166	16584
1	167	16615
1	167	16621
1	167	16657
1	167	16653
1	168	16712
1	168	16736
1	168	16740
1	168	16754
1	168	16776
1	168	16778
1	169	16878
1	169	16882
1	170	16921
1	170	16919
1	170	16930
1	170	16999
1	171	17017
1	171	17066
1	171	17075
1	172	17154
1	172	17166
1	172	17192
1	172	17189
1	173	17224
1	173	17235
1	173	17241
1	173	17253
1	173	17252
1	173	17251
1	173	17271
1	174	17311
1	174	17315
1	174	17306
1	174	17327
1	174	17341
1	174	17378
1	174	17395
1	378	37709
1	378	37718
1	378	37769
1	379	37820
1	379	37823
1	379	37866
1	379	37892
1	379	37900
1	380	37905
1	380	37917
1	380	37973
1	380	37993
1	381	38026
1	381	38038
1	381	38096
1	382	38129
1	382	38131
1	382	38128
1	382	38125
1	382	38114
1	382	38160
1	382	38166
1	382	38172
1	382	38200
1	383	38235
1	383	38242
1	383	38258
1	383	38254
1	383	38290
1	384	38345
1	384	38350
1	384	38348
1	384	38343
1	384	38362
1	384	38392
1	384	38391
1	384	38378
1	385	38452
1	385	38479
1	385	38492
1	386	38520
1	386	38533
1	386	38538
1	386	38559
1	386	38546
1	386	38562
1	387	38620
1	387	38655
1	387	38670
1	387	38698
1	387	38685
1	388	38725
1	388	38733
1	388	38768
1	388	38780
1	389	38809
1	389	38887
1	390	38903
1	390	38969
1	390	38984
1	390	38972
1	390	38990
1	391	39011
1	391	39051
1	391	39084
1	392	39115
1	392	39106
1	392	39144
1	392	39130
1	392	39151
1	392	39169
1	392	39179
1	392	39186
1	392	39200
1	393	39208
1	393	39218
1	393	39229
1	393	39251
1	393	39262
1	393	39258
1	393	39253
1	393	39267
1	393	39261
1	393	39289
1	394	39314
1	394	39319
1	394	39373
1	394	39388
1	396	39504
1	396	39517
1	396	39561
1	397	39602
1	397	39629
1	397	39631
1	397	39640
1	397	39638
1	397	39683
1	398	39753
1	398	39780
1	398	39755
1	398	39775
1	399	39812
1	399	39821
1	399	39825
1	399	39819
1	399	39900
1	399	39890
1	400	39925
1	400	39934
1	400	39958
1	400	39959
1	401	40026
1	401	40032
1	401	40068
1	401	40071
1	401	40087
1	401	40074
1	402	40115
1	402	40145
1	402	40170
1	402	40184
1	402	40186
1	403	40233
1	403	40238
1	403	40264
1	403	40287
1	404	40308
1	404	40313
1	404	40336
1	404	40384
1	404	40372
1	404	40399
1	405	40446
1	405	40464
1	405	40475
1	405	40492
1	406	40509
1	406	40506
1	406	40504
1	406	40538
1	406	40523
1	406	40534
1	406	40581
1	465	46428
1	465	46420
1	465	46442
1	465	46457
1	465	46471
1	465	46490
1	465	46495
1	466	46547
1	466	46556
1	466	46573
1	466	46598
1	467	46610
1	467	46624
1	467	46634
1	467	46654
1	467	46679
1	468	46706
1	468	46712
1	468	46756
1	468	46767
1	469	46813
1	469	46839
1	469	46859
1	469	46885
1	470	46922
1	470	46943
1	470	46967
1	470	46984
1	470	46997
1	471	47065
1	471	47077
1	472	47106
1	472	47125
1	473	47230
1	473	47239
1	473	47276
1	474	47314
1	474	47343
1	474	47359
1	474	47380
1	475	47406
1	475	47434
1	475	47456
1	475	47461
1	476	47525
1	476	47539
1	476	47529
1	476	47557
1	476	47581
1	476	47584
1	477	47603
1	477	47665
1	477	47682
1	477	47675
1	477	47679
1	478	47705
1	478	47702
1	478	47745
1	478	47749
1	478	47756
1	478	47771
1	478	47793
1	479	47820
1	479	47890
1	480	47916
1	480	47964
1	480	47972
1	481	48039
1	481	48050
1	481	48079
1	482	48121
1	482	48112
1	482	48135
1	482	48158
1	482	48165
1	482	48186
1	483	48220
1	483	48221
1	483	48238
1	483	48246
1	483	48268
1	484	48306
1	484	48348
1	485	48436
1	485	48435
1	485	48443
1	485	48462
1	485	48470
1	485	48486
1	485	48483
1	485	48489
1	486	48529
1	486	48569
1	486	48551
1	486	48563
1	486	48581
1	486	48595
1	487	48604
1	487	48626
1	487	48672
1	487	48678
1	487	48690
1	487	48693
1	488	48702
1	488	48724
1	488	48770
1	488	48779
1	488	48795
1	489	48820
1	489	48826
1	489	48849
1	489	48860
1	489	48867
1	489	48889
1	489	48883
1	489	48894
1	490	48913
1	490	48923
1	490	48930
1	490	48940
1	490	48976
1	490	48972
1	490	48963
1	490	48982
1	490	48987
1	491	49031
1	491	49052
1	492	49174
1	493	49206
1	493	49225
1	493	49260
1	581	58026
1	581	58047
1	581	58096
1	582	58116
1	582	58134
1	582	58138
1	582	58195
1	582	58199
1	583	58205
1	583	58224
1	583	58252
1	583	58287
1	584	58320
1	584	58346
1	584	58357
1	584	58374
1	584	58400
1	585	58411
1	585	58466
1	586	58510
1	586	58541
1	586	58567
1	586	58594
1	587	58636
1	587	58652
1	587	58662
1	587	58684
1	588	58715
1	588	58717
1	588	58734
1	589	58816
1	589	58859
1	589	58886
1	591	59030
1	591	59062
1	592	59122
1	592	59121
1	592	59146
1	592	59182
1	592	59184
1	592	59177
1	594	59315
1	594	59328
1	594	59325
1	594	59349
1	595	59406
1	595	59411
1	595	59453
1	595	59451
1	595	59493
1	595	59498
1	596	59515
1	596	59523
1	596	59529
1	596	59545
1	596	59557
1	596	59551
1	596	59588
1	596	59599
1	597	59620
1	597	59644
1	597	59638
1	597	59680
1	598	59754
1	598	59766
1	598	59778
1	598	59789
1	599	59808
1	599	59841
1	599	59871
1	600	59959
1	600	59974
1	600	59977
1	600	59998
1	600	59981
1	600	59993
1	601	60033
1	601	60031
1	601	60047
1	601	60036
1	601	60067
1	601	60078
1	602	60107
1	602	60162
1	602	60166
1	602	60160
1	602	60185
1	602	60188
1	603	60208
1	603	60291
1	603	60294
1	604	60314
1	604	60315
1	604	60327
1	604	60323
1	604	60343
1	604	60383
1	605	60411
1	605	60403
1	605	60469
1	606	60512
1	606	60530
1	606	60555
1	606	60573
1	606	60593
1	607	60630
1	607	60667
1	607	60682
1	608	60723
1	608	60714
1	608	60722
1	608	60738
1	608	60766
1	608	60778
1	609	60809
1	609	60823
1	609	60872
1	609	60867
1	639	63833
1	639	63826
1	639	63862
1	639	63854
1	639	63874
1	639	63875
1	640	63901
1	640	63903
1	640	63918
1	640	63934
1	640	63924
1	640	63935
1	640	63966
1	640	63965
1	640	63995
1	641	64002
1	641	64021
1	641	64007
1	641	64038
1	641	64045
1	641	64049
1	641	64061
1	641	64084
1	641	64097
1	642	64115
1	642	64122
1	642	64139
1	642	64194
1	642	64177
1	643	64242
1	643	64230
1	643	64240
1	643	64282
1	643	64284
1	644	64342
1	644	64373
1	645	64421
1	645	64447
1	645	64467
1	646	64523
1	646	64552
1	646	64581
1	646	64583
1	647	64618
1	647	64626
1	647	64654
1	647	64632
1	648	64720
1	648	64702
1	648	64797
1	648	64799
1	649	64830
1	649	64856
1	649	64860
1	649	64878
1	650	64902
1	650	64918
1	650	64937
1	650	64927
1	650	64958
1	650	64953
1	650	64988
1	650	64998
1	651	65007
1	651	65002
1	651	65011
1	651	65044
1	651	65084
1	651	65098
1	651	65089
1	652	65119
1	652	65102
1	652	65105
1	652	65136
1	652	65146
1	652	65192
1	653	65215
1	653	65224
1	653	65245
1	653	65262
1	653	65261
1	654	65310
1	654	65344
1	654	65368
1	654	65355
1	654	65382
1	654	65383
1	655	65405
1	655	65408
1	655	65424
1	655	65420
1	655	65457
1	655	65497
1	655	65499
1	656	65518
1	656	65511
1	656	65565
1	656	65580
1	657	65603
1	657	65609
1	657	65632
1	657	65658
1	657	65665
1	657	65689
1	658	65722
1	658	65735
1	658	65756
1	658	65745
1	658	65800
1	659	65820
1	659	65819
1	659	65833
1	659	65842
1	660	65932
1	660	65923
1	660	65970
1	660	65994
1	661	66011
1	661	66008
1	661	66048
1	661	66051
1	661	66097
1	662	66134
1	662	66155
1	662	66161
1	663	66255
1	663	66275
1	663	66296
1	664	66331
1	664	66370
1	664	66398
1	665	66418
1	665	66462
1	666	66509
1	666	66511
1	666	66520
1	666	66545
1	666	66539
1	666	66534
1	666	66570
1	666	66574
1	666	66589
1	666	66595
1	667	66603
1	667	66628
1	667	66681
1	667	66680
1	697	69626
1	697	69627
1	697	69645
1	697	69659
1	697	69678
1	697	69683
1	697	69698
1	698	69722
1	698	69740
1	698	69751
1	698	69770
1	698	69761
1	699	69813
1	699	69832
1	699	69865
1	699	69892
1	700	69913
1	700	69978
1	700	69996
1	701	70071
1	701	70075
1	702	70104
1	702	70116
1	702	70130
1	702	70147
1	702	70183
1	702	70178
1	703	70206
1	703	70244
1	703	70292
1	703	70281
1	704	70381
1	704	70378
1	705	70416
1	705	70419
1	705	70434
1	705	70429
1	705	70436
1	705	70447
1	706	70550
1	706	70540
1	706	70556
1	707	70618
1	707	70633
1	707	70647
1	707	70653
1	707	70671
1	707	70682
1	707	70662
1	707	70695
1	708	70734
1	708	70719
1	708	70748
1	708	70786
1	709	70816
1	709	70846
1	709	70838
1	709	70862
1	709	70889
1	709	70891
1	709	70872
1	709	70893
1	710	70902
1	710	70936
1	710	70967
1	710	70966
1	710	70977
1	710	70984
1	711	71013
1	711	71015
1	711	71022
1	711	71023
1	711	71029
1	712	71104
1	712	71114
1	712	71155
1	712	71175
1	712	71192
1	712	71194
1	712	71197
1	713	71206
1	713	71222
1	713	71242
1	713	71270
1	713	71286
1	713	71299
1	714	71312
1	714	71340
1	714	71339
1	714	71346
1	714	71365
1	714	71367
1	714	71382
1	715	71493
1	716	71530
1	716	71555
1	716	71594
1	717	71601
1	717	71613
1	717	71654
1	717	71659
1	717	71683
1	718	71722
1	718	71793
1	719	71811
1	719	71874
1	719	71882
1	720	71936
1	720	71986
1	720	71995
1	721	72012
1	721	72020
1	721	72026
1	721	72022
1	721	72034
1	721	72058
1	721	72057
1	722	72112
1	722	72137
1	722	72168
1	722	72157
1	722	72180
1	722	72198
1	723	72213
1	723	72217
1	723	72271
1	724	72320
1	725	72408
1	725	72420
1	725	72461
1	725	72448
1	725	72469
1	725	72495
1	725	72489
1	1422	142121
1	1422	142173
1	1422	142185
1	1423	142215
1	1423	142233
1	1423	142276
1	1423	142286
1	1423	142291
1	1424	142313
1	1424	142319
1	1424	142371
1	1424	142386
1	1425	142421
1	1425	142425
1	1425	142431
1	1425	142484
1	1425	142496
1	1425	142481
1	1426	142504
1	1426	142505
1	1426	142528
1	1426	142541
1	1426	142551
1	1426	142570
1	1426	142574
1	1426	142591
1	1426	142600
1	1429	142834
1	1429	142848
1	1429	142872
1	1429	142895
1	1430	142945
1	1430	142973
1	1430	142984
1	1430	142999
1	1431	143057
1	1431	143049
1	1431	143076
1	1431	143091
1	1432	143107
1	1432	143105
1	1432	143123
1	1432	143142
1	1432	143180
1	1433	143211
1	1433	143205
1	1433	143235
1	1433	143245
1	1434	143332
1	1434	143378
1	1435	143432
1	1435	143438
1	1435	143466
1	1435	143475
1	1435	143491
1	1435	143498
1	1436	143527
1	1436	143560
1	1437	143622
1	1437	143611
1	1437	143633
1	1437	143653
1	1437	143651
1	1437	143681
1	1438	143702
1	1438	143726
1	1438	143735
1	1438	143740
1	1438	143750
1	1439	143842
1	1439	143856
1	1440	143936
1	1440	143963
1	1441	144008
1	1441	144041
1	1441	144067
1	1441	144066
1	1441	144081
1	1442	144122
1	1442	144154
1	1442	144167
1	1442	144165
1	1443	144210
1	1443	144232
1	1443	144264
1	1443	144282
1	1443	144300
1	1444	144314
1	1444	144356
1	1444	144363
1	1444	144378
1	1444	144388
1	1445	144422
1	1445	144441
1	1445	144460
1	1445	144466
1	1446	144503
1	1446	144522
1	1446	144533
1	1446	144547
1	1446	144560
1	1446	144579
1	1446	144593
1	1447	144628
1	1447	144630
1	1447	144625
1	1447	144654
1	1448	144708
1	1448	144717
1	1448	144729
1	1448	144772
1	1448	144753
1	1448	144789
1	1449	144808
1	1449	144813
1	1449	144829
1	1449	144861
1	1450	144931
1	1567	156615
1	1567	156621
1	1567	156685
1	1567	156693
1	1568	156752
1	1568	156762
1	1569	156823
1	1569	156854
1	1569	156858
1	1569	156879
1	1570	156911
1	1570	156912
1	1570	156922
1	1571	157006
1	1571	157027
1	1571	157076
1	1571	157096
1	1572	157107
1	1572	157136
1	1572	157144
1	1572	157163
1	1573	157225
1	1573	157244
1	1573	157269
1	1573	157289
1	1573	157297
1	1574	157322
1	1574	157334
1	1574	157368
1	1574	157382
1	1574	157392
1	1575	157404
1	1575	157407
1	1575	157436
1	1575	157448
1	1575	157475
1	1575	157468
1	1575	157484
1	1575	157498
1	1576	157514
1	1576	157538
1	1576	157532
1	1576	157540
1	1576	157551
1	1576	157547
1	1576	157568
1	1576	157593
1	1576	157599
1	1577	157616
1	1577	157649
1	1577	157658
1	1577	157648
1	1577	157689
1	1577	157691
1	1578	157704
1	1578	157727
1	1578	157768
1	1579	157845
1	1579	157866
1	1579	157878
1	1580	157922
1	1580	157925
1	1580	157961
1	1580	157965
1	1581	158004
1	1581	158002
1	1581	158019
1	1581	158013
1	1581	158046
1	1581	158053
1	1581	158064
1	1581	158077
1	1582	158108
1	1582	158195
1	1583	158213
1	1583	158242
1	1583	158256
1	1583	158237
1	1583	158245
1	1583	158270
1	1583	158274
1	1584	158312
1	1584	158379
1	1584	158386
1	1584	158391
1	1584	158366
1	1584	158382
1	1584	158395
1	1585	158415
1	1585	158412
1	1585	158458
1	1585	158469
1	1585	158494
1	1586	158504
1	1586	158525
1	1586	158561
1	1586	158593
1	1587	158602
1	1587	158664
1	1587	158672
1	1587	158694
1	1587	158699
1	1588	158710
1	1588	158701
1	1588	158740
1	1588	158746
1	1588	158750
1	1588	158760
1	1588	158755
1	1588	158787
1	1588	158793
1	1588	158796
1	1588	158800
1	1589	158839
1	1589	158852
1	1589	158856
1	1589	158861
1	1589	158882
1	1590	158951
1	1590	158959
1	1590	158969
1	1590	158993
1	1591	159043
1	1591	159041
1	1591	159082
1	1592	159106
1	1592	159115
1	1592	159138
1	1592	159170
1	1593	159220
1	1593	159278
1	1593	159258
1	1593	159273
1	1594	159307
1	1594	159373
1	1594	159389
1	1595	159401
1	1595	159469
1	1595	159458
1	1712	171117
1	1712	171121
1	1712	171134
1	1712	171132
1	1712	171167
1	1712	171169
1	1712	171161
1	1712	171198
1	1713	171218
1	1713	171223
1	1713	171227
1	1713	171235
1	1713	171255
1	1713	171285
1	1714	171308
1	1714	171325
1	1714	171380
1	1715	171413
1	1715	171450
1	1715	171442
1	1715	171463
1	1715	171496
1	1715	171500
1	1716	171501
1	1716	171533
1	1716	171553
1	1716	171594
1	1717	171609
1	1717	171648
1	1717	171688
1	1718	171712
1	1718	171742
1	1718	171765
1	1718	171788
1	1719	171806
1	1719	171803
1	1719	171825
1	1719	171857
1	1719	171885
1	1719	171894
1	1719	171893
1	1719	171895
1	1720	171911
1	1720	171949
1	1720	171948
1	1721	172006
1	1721	172018
1	1721	172030
1	1721	172057
1	1721	172074
1	1721	172095
1	1722	172103
1	1722	172137
1	1722	172124
1	1722	172143
1	1722	172193
1	1723	172216
1	1723	172214
1	1723	172228
1	1723	172226
1	1723	172236
1	1723	172278
1	1724	172327
1	1724	172357
1	1725	172415
1	1725	172445
1	1726	172524
1	1726	172545
1	1726	172560
1	1726	172561
1	1726	172591
1	1727	172612
1	1727	172639
1	1727	172647
1	1727	172660
1	1727	172684
1	1727	172696
1	1727	172700
1	1728	172706
1	1728	172749
1	1728	172792
1	1729	172834
1	1729	172832
1	1729	172872
1	1729	172899
1	1730	172939
1	1730	172958
1	1730	172992
1	1731	173004
1	1731	173024
1	1731	173042
1	1731	173039
1	1731	173078
1	1731	173086
1	1731	173100
1	1732	173138
1	1732	173177
1	1732	173164
1	1732	173194
1	1732	173192
1	1733	173234
1	1733	173248
1	1733	173284
1	1733	173296
1	1734	173313
1	1734	173330
1	1734	173335
1	1734	173331
1	1734	173391
1	1735	173407
1	1735	173428
1	1735	173459
1	1735	173498
1	1736	173502
1	1736	173521
1	1736	173523
1	1736	173536
1	1736	173557
1	1736	173580
1	1737	173606
1	1737	173624
1	1737	173631
1	1737	173654
1	1737	173653
1	1737	173684
1	1737	173680
1	1738	173713
1	1738	173718
1	1739	173822
1	1739	173808
1	1739	173853
1	1739	173865
1	1739	173896
1	1740	173946
1	1740	173973
1	1740	173953
